year,quarter,region,area,level_of_edu,value,unit,source
2563,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,74.03,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,25.34,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Academic Track,83.84,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Vocational Track,84.76,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Teacher Education Track,72.58,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Other Education,98.71,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,No Data,86.21,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Total,65.26,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,No Education,50.6,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Below Primary Education,56.23,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Primary Education,78.8,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Lower Secondary Education,59.39,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Upper Secondary Education - General Track,67.37,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Upper Secondary Education - Vocational Track,65.86,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Upper Secondary Education - Academic Track,43.37,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Higher Education - Academic Track,79.86,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Higher Education - Vocational Track,86.61,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Higher Education - Teacher Education Track,65.77,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,Other Education,74.11,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,Total,No Data,63.68,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Total,62.69,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,No Education,50.03,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Below Primary Education,53.37,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Primary Education,73.11,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Lower Secondary Education,53.3,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Upper Secondary Education - General Track,59.62,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,64.57,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Upper Secondary Education - Academic Track,48.47,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Higher Education - Academic Track,79.18,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Higher Education - Vocational Track,84.99,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Higher Education - Teacher Education Track,59.99,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Other Education,74.75,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,No Data,59.33,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Total,66.65,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,No Education,50.8,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Below Primary Education,57.51,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Primary Education,81.27,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Lower Secondary Education,62.31,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Upper Secondary Education - General Track,72.48,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,66.81,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,38.0,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Higher Education - Academic Track,80.68,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Higher Education - Vocational Track,87.92,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Higher Education - Teacher Education Track,72.03,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Other Education,73.74,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,No Data,65.65,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Total,63.97,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,No Education,29.83,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Below Primary Education,53.1,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Primary Education,77.7,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Lower Secondary Education,56.3,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Upper Secondary Education - General Track,69.87,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Upper Secondary Education - Vocational Track,56.45,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Upper Secondary Education - Academic Track,69.79,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Higher Education - Academic Track,81.68,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Higher Education - Vocational Track,82.71,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Higher Education - Teacher Education Track,69.6,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Other Education,0.0,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,No Data,29.41,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Total,62.06,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,No Education,26.23,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Below Primary Education,48.85,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Primary Education,75.42,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Lower Secondary Education,53.87,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - General Track,62.56,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,61.76,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - Academic Track,53.84,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Academic Track,81.49,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Vocational Track,83.11,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Teacher Education Track,63.26,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Other Education,0.0,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,No Data,40.04,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Total,64.76,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,No Education,31.07,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Below Primary Education,54.59,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Primary Education,78.5,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Lower Secondary Education,57.2,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - General Track,73.38,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,54.11,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,100.0,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Higher Education - Academic Track,81.87,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Higher Education - Vocational Track,82.39,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Higher Education - Teacher Education Track,73.71,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Other Education,0.0,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,No Data,18.98,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Total,67.67,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,No Education,40.86,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Below Primary Education,56.38,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Primary Education,75.6,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Lower Secondary Education,61.26,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Upper Secondary Education - General Track,71.01,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Upper Secondary Education - Vocational Track,70.13,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Upper Secondary Education - Academic Track,63.68,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Higher Education - Academic Track,82.66,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Higher Education - Vocational Track,83.23,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Higher Education - Teacher Education Track,70.12,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,Other Education,80.32,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,Total,No Data,79.15,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Total,64.61,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,No Education,44.2,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Below Primary Education,52.84,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Primary Education,71.71,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Lower Secondary Education,56.46,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Upper Secondary Education - General Track,64.07,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,61.29,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Upper Secondary Education - Academic Track,0.0,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Higher Education - Academic Track,80.15,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Higher Education - Vocational Track,79.39,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Higher Education - Teacher Education Track,65.89,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,Other Education,90.68,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,ในเขตเทศบาล,No Data,73.19,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Total,69.24,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,No Education,39.68,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Below Primary Education,57.91,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Primary Education,77.07,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Lower Secondary Education,63.59,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - General Track,74.83,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,76.83,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,100.0,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Higher Education - Academic Track,84.87,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Higher Education - Vocational Track,86.11,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Higher Education - Teacher Education Track,73.6,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Other Education,66.42,Percentage,National Statistical Office of Thailand
2563,Quarter 3,ภาคใต้,นอกเขตเทศบาล,No Data,86.81,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Total,67.24,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,No Education,49.46,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Below Primary Education,52.21,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Primary Education,75.84,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Lower Secondary Education,62.44,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Upper Secondary Education - General Track,71.02,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Upper Secondary Education - Vocational Track,68.7,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Upper Secondary Education - Academic Track,73.85,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Higher Education - Academic Track,81.38,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Higher Education - Vocational Track,83.59,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Higher Education - Teacher Education Track,66.54,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,Other Education,91.58,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,Total,No Data,83.77,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Total,67.06,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,No Education,53.39,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Below Primary Education,48.49,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Primary Education,73.58,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Lower Secondary Education,61.88,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Upper Secondary Education - General Track,65.43,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,68.9,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Upper Secondary Education - Academic Track,73.63,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Higher Education - Academic Track,80.78,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Higher Education - Vocational Track,82.61,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Higher Education - Teacher Education Track,61.71,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,Other Education,93.69,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,ในเขตเทศบาล,No Data,83.13,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Total,67.4,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,No Education,46.97,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Below Primary Education,54.19,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Primary Education,77.24,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Lower Secondary Education,62.88,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - General Track,76.38,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,68.47,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,73.96,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Higher Education - Academic Track,82.79,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Higher Education - Vocational Track,84.8,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Higher Education - Teacher Education Track,71.88,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,Other Education,89.1,Percentage,National Statistical Office of Thailand
2563,Quarter 4,Nationwide,นอกเขตเทศบาล,No Data,85.24,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Total,69.9,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,No Education,51.26,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Below Primary Education,44.32,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Primary Education,75.3,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Lower Secondary Education,67.2,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - General Track,60.54,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,72.78,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - Academic Track,100.0,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Academic Track,79.77,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Vocational Track,76.7,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Teacher Education Track,65.35,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Other Education,0.0,Percentage,National Statistical Office of Thailand
2563,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,No Data,80.27,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Total,69.38,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,No Education,57.88,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Below Primary Education,50.28,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Primary Education,74.5,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Lower Secondary Education,67.45,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Upper Secondary Education - General Track,72.96,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Upper Secondary Education - Vocational Track,71.97,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Upper Secondary Education - Academic Track,64.85,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Higher Education - Academic Track,82.03,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Higher Education - Vocational Track,85.79,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Higher Education - Teacher Education Track,63.79,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,Other Education,94.84,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,Total,No Data,86.82,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Total,68.89,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,No Education,64.91,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Below Primary Education,46.76,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Primary Education,72.64,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Lower Secondary Education,66.18,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - General Track,69.37,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,69.35,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - Academic Track,100.0,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Higher Education - Academic Track,81.9,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Higher Education - Vocational Track,86.24,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Higher Education - Teacher Education Track,61.9,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Other Education,94.64,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,ในเขตเทศบาล,No Data,87.72,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Total,69.8,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,No Education,52.16,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Below Primary Education,52.56,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Primary Education,75.76,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Lower Secondary Education,68.51,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - General Track,76.54,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,74.57,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,57.29,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Academic Track,82.23,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Vocational Track,85.38,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Teacher Education Track,65.79,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Other Education,95.11,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,No Data,85.14,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,Total,65.48,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,No Education,50.74,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,Below Primary Education,55.46,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,Primary Education,76.99,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,Lower Secondary Education,58.92,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,Upper Secondary Education - General Track,71.95,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,Upper Secondary Education - Vocational Track,67.91,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,Upper Secondary Education - Academic Track,61.76,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,Higher Education - Academic Track,81.82,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,Higher Education - Vocational Track,86.64,Percentage,National Statistical Office of Thailand
